gbs_id,datum_verfuegung
e 00-12183,09.05.2016
e 00-12184,10.05.2016
e 00-12185,11.05.2016
e 00-12186,12.05.2016
e 00-12187,26.05.2016
e 00-12188,01.06.2016
e 00-12189,02.06.2016
e 00-12190,02.06.2016
e 00-12191,06.06.2016
e 00-12192,06.06.2016
e 00-12193,06.06.2016
e 00-12194,06.06.2016
e 00-12195,22.06.2016
e 00-12196,22.06.2016
e 00-12197,27.06.2016
e 00-12198,23.06.2016
e 00-12199,24.06.2016
e 00-12200,27.06.2016
e 00-12201,29.06.2016
e 00-12202,06.07.2016
e 00-12203,07.07.2016
e 00-12204,11.07.2016
e 00-12205,13.07.2016
e 00-12206,13.07.2016
e 00-12207,14.07.2016
e 00-12208,14.07.2016
e 00-12209,14.07.2016
e 00-12210,26.07.2016
e 00-12211,27.07.2016
e 00-12212,27.07.2016
e 00-12213,28.07.2016
e 00-12214,02.08.2016
e 00-12215,03.08.2016
e 00-12216,03.08.2016
e 00-12217,03.08.2016
e 00-12218,09.08.2016
e 00-12219,03.08.2016
e 00-12220,03.08.2016
e 00-12221,03.08.2016
e 00-12222,18.08.2016
e 00-12223,02.09.2016
e 00-12224,08.09.2016
e 00-12225,26.09.2016
e 00-12226,28.09.2016
e 00-12227,29.09.2016
e 00-12228,30.09.2016
e 00-12229,30.09.2016
e 00-12230,03.10.2016
e 00-12231,03.10.2016
e 00-12232,04.10.2016
e 00-12233,04.10.2016
e 00-12234,13.10.2016
e 00-12235,18.10.2016
e 00-12236,18.10.2016
e 00-12237,27.10.2016
e 00-12238,31.10.2016
e 00-12239,10.11.2016
e 00-12240,07.11.2016
e 00-12241,10.11.2016
e 00-12242,10.11.2016
e 00-12243,14.11.2016
e 00-12244,18.11.2016
e 00-12245,21.11.2016
e 00-12246,23.11.2016
e 00-12247,23.11.2016
e 00-12248,01.12.2016
e 00-12249,02.12.2016
e 00-12250,02.12.2016
e 00-12251,08.12.2016
e 00-12252,08.12.2016
e 00-12253,09.12.2016
e 00-12254,12.12.2016
e 00-12255,12.12.2016
e 00-12256,13.12.2016
e 00-12257,14.12.2016
e 00-12258,14.12.2016
e 00-12259,15.12.2016
e 00-12260,19.12.2016
e 00-12261,09.01.2017
e 00-12262,17.01.2017
e 00-12263,17.01.2017
e 00-12264,17.01.2017
e 00-12265,18.01.2017
e 00-12266,18.01.2017
e 00-12267,18.01.2017
e 00-12268,25.01.2017
e 00-12269,25.01.2017
e 00-12270,25.01.2017
e 00-12271,27.01.2017
e 00-12272,27.01.2017
e 00-12273,30.01.2017
e 00-12274,30.01.2017
e 00-12275,31.01.2017
e 00-12276,31.01.2017
e 00-12277,31.01.2017
e 00-12278,02.02.2017
e 00-12279,06.02.2017
e 00-12280,28.02.2017
e 00-12281,15.02.2017
e 00-12282,21.02.2017
e 00-12283,21.02.2017
e 00-12284,09.03.2017
e 00-12285,16.03.2017
e 00-12286,12.04.2017
e 00-12287,22.03.2017
e 00-12288,28.03.2017
e 00-12289,04.04.2017
e 00-12290,05.04.2017
e 00-12291,06.04.2017
e 00-12292,07.04.2017
e 00-12293,12.04.2017
e 00-12294,26.04.2017
e 00-12295,27.04.2017
e 00-12296,28.04.2017
e 00-12297,04.05.2017
e 00-12298,04.05.2017
e 00-12299,04.05.2017
e 00-12300,08.05.2017
e 00-12301,10.05.2017
e 00-12302,10.05.2017
e 00-12303,18.05.2017
e 00-12304,30.05.2017
e 00-12305,30.05.2017
e 00-12306,02.06.2017
e 00-12307,08.06.2017
e 00-12308,08.06.2017
e 00-12309,08.06.2017
e 00-12310,08.06.2017
e 00-12311,13.06.2017
e 00-12312,22.06.2017
e 00-12313,22.06.2017
e 00-12314,23.06.2017
e 00-12315,26.06.2017
e 00-12316,03.07.2017
e 00-12317,03.07.2017
e 00-12318,04.07.2017
e 00-12319,04.07.2017
e 00-12320,05.07.2017
e 00-12321,10.07.2017
e 00-12322,10.07.2017
e 00-12323,10.07.2017
e 00-12324,10.07.2017
e 00-12325,11.07.2017
e 00-12326,11.07.2017
e 00-12327,12.07.2017
e 00-12328,12.07.2017
e 00-12329,17.07.2017
e 00-12330,19.07.2017
e 00-12331,20.07.2017
e 00-12332,02.08.2017
e 00-12333,03.08.2017
e 00-12334,03.08.2017
e 00-12335,07.08.2017
e 00-12336,07.08.2017
e 00-12337,07.08.2017
e 00-12338,08.08.2017
e 00-12339,10.08.2017
e 00-12340,10.08.2017
e 00-12341,14.08.2017
e 00-12342,14.08.2017
e 00-12343,14.08.2017
e 00-12344,16.08.2017
e 00-12345,23.08.2017
e 00-12346,29.08.2017
e 00-12347,06.09.2017
e 00-12348,12.09.2017
e 00-12349,14.09.2017
e 00-12350,20.09.2017
e 00-12351,06.10.2017
e 00-12352,06.10.2017
e 00-12353,10.10.2017
e 00-12354,10.10.2017
e 00-12355,16.10.2017
e 00-12356,16.10.2017
e 00-12357,17.10.2017
e 00-12358,17.10.2017
e 00-12359,17.10.2017
e 00-12360,18.10.2017
e 00-12361,19.10.2017
e 00-12362,06.11.2017
e 00-12363,06.11.2017
e 00-12364,25.10.2017
e 00-12365,25.10.2017
e 00-12366,26.10.2017
e 00-12367,26.10.2017
e 00-12368,27.10.2017
e 00-12369,30.10.2017
e 00-12370,03.11.2017
e 00-12371,15.11.2017
e 00-12372,20.11.2017
e 00-12373,22.11.2017
e 00-12374,27.11.2017
e 00-12375,27.11.2017
e 00-12376,30.11.2017
e 00-12377,30.11.2017
e 00-12378,18.12.2017
e 00-12379,18.12.2017
e 00-12380,18.12.2017
e 00-12381,19.12.2017
e 00-12382,19.12.2017
e 00-12383,04.01.2018
e 00-12384,04.01.2018
e 00-12385,09.01.2018
e 00-12386,11.01.2018
e 00-12387,16.01.2018
e 00-12388,17.01.2018
e 00-12389,17.01.2018
e 00-12390,18.01.2018
e 00-12391,22.01.2018
e 00-12392,29.01.2018
e 00-12393,30.01.2018
e 00-12394,01.02.2018
e 00-12395,06.02.2018
e 00-12396,07.02.2018
e 00-12397,12.02.2018
e 00-12398,16.02.2018
e 00-12399,23.02.2018
e 00-12400,06.03.2018
e 00-12401,21.02.2018
e 00-12402,22.02.2018
e 00-12403,22.02.2018
e 00-12404,22.02.2018
e 00-12405,02.03.2018
e 00-12406,21.03.2018
e 00-12407,21.03.2018
e 00-12408,05.03.2018
e 00-12409,06.03.2018
e 00-12410,14.03.2018
e 00-12411,19.03.2018
e 00-12412,20.03.2018
e 00-12413,21.03.2018
e 00-12414,22.03.2018
e 00-12415,27.03.2018
e 00-12416,27.03.2018
e 00-12417,27.03.2018
e 00-12418,27.03.2018
e 00-12419,27.03.2018
e 00-12420,27.03.2018
e 00-12421,27.03.2018
e 00-12422,28.03.2018
e 00-12423,27.03.2018
e 00-12424,04.04.2018
e 00-12425,04.04.2018
e 00-12426,12.04.2018
e 00-12427,12.04.2018
e 00-12428,16.04.2018
e 00-12429,24.04.2018
e 00-12430,25.04.2018
e 00-12431,25.04.2018
e 00-12432,07.05.2018
e 00-12433,07.05.2018
e 00-12434,08.05.2018
e 00-12435,28.05.2018
e 00-12436,28.05.2018
e 00-12437,28.05.2018
e 00-12438,28.05.2018
e 00-12439,28.05.2018
e 00-12440,29.05.2018
e 00-12441,29.05.2018
e 00-12442,19.06.2018
e 00-12443,04.06.2018
e 00-12444,04.06.2018
e 00-12445,06.06.2018
e 00-12446,06.06.2018
e 00-12447,06.06.2018
e 00-12448,06.06.2018
e 00-12449,07.06.2018
e 00-12450,25.06.2018
e 00-12451,13.08.2018
e 00-12452,03.07.2018
e 00-12453,10.07.2018
e 00-12454,17.07.2018
e 00-12455,17.07.2018
e 00-12456,17.07.2018
e 00-12457,30.07.2018
e 00-12458,25.07.2018
e 00-12459,13.08.2018
e 00-12460,13.08.2018
e 00-12461,22.08.2018
e 00-12462,23.08.2018
e 00-12463,28.08.2018
e 00-12464,28.08.2018
e 00-12465,28.08.2018
e 00-12466,29.08.2018
e 00-12467,29.08.2018
e 00-12468,05.09.2018
e 00-12469,10.09.2018
e 00-12470,18.09.2018
e 00-12471,21.09.2018
e 00-12472,25.09.2018
e 00-12473,25.09.2018
e 00-12474,10.10.2018
e 00-12475,15.10.2018
e 00-12476,03.10.2018
e 00-12477,08.10.2018
e 00-12478,23.10.2018
e 00-12479,23.10.2018
e 00-12480,01.11.2018
e 00-12481,30.10.2018
e 00-12482,30.10.2018
e 00-12483,09.11.2018
e 00-12484,01.11.2018
e 00-12485,15.11.2018
e 00-12486,28.11.2018
e 00-12487,28.11.2018
e 00-12488,28.11.2018
e 00-12489,28.11.2018
e 00-12490,28.11.2018
e 00-12491,26.11.2018
e 00-12492,26.11.2018
e 00-12493,28.11.2018
e 00-12494,03.12.2018
e 00-12495,03.12.2018
e 00-12496,04.12.2018
e 00-12497,13.12.2018
e 00-12498,06.12.2018
e 00-12499,12.12.2018
e 00-12500,17.12.2018
e 00-12501,20.12.2018
e 00-12502,03.01.2019
e 00-12503,03.01.2019
e 00-12504,04.01.2019
e 00-12505,22.01.2019
e 00-12506,22.01.2019
e 00-12507,29.01.2019
e 00-12508,21.01.2019
e 00-12509,28.02.2019
e 00-12510,29.01.2019
e 00-12511,05.02.2019
e 00-12512,31.01.2019
e 00-12513,06.02.2019
e 00-12514,06.02.2019
e 00-12515,11.02.2019
e 00-12516,11.02.2019
e 00-12517,11.02.2019
e 00-12518,13.02.2019
e 00-12519,13.02.2019
e 00-12520,19.02.2019
e 00-12521,25.02.2019
e 00-12522,25.02.2019
e 00-12523,27.02.2019
e 00-12524,05.03.2019
e 00-12525,05.03.2019
e 00-12526,12.03.2019
e 00-12527,14.03.2019
e 00-12528,14.03.2019
e 00-12529,14.03.2019
e 00-12530,14.03.2019
e 00-12531,14.03.2019
e 00-12532,01.04.2019
e 00-12533,19.03.2019
e 00-12534,21.03.2019
e 00-12535,25.03.2019
e 00-12536,26.03.2019
e 00-12537,11.04.2019
e 00-12538,01.04.2019
e 00-12539,02.04.2019
e 00-12540,16.04.2019
e 00-12541,11.04.2019
e 00-12542,11.04.2019
e 00-12543,16.04.2019
e 00-12544,29.04.2019
e 00-12545,23.04.2019
e 00-12546,23.04.2019
e 00-12547,24.04.2019
e 00-12548,23.04.2019
e 00-12549,24.04.2019
e 00-12550,24.04.2019
e 00-12551,25.04.2019
e 00-12552,25.04.2019
e 00-12553,16.05.2019
e 00-12554,06.05.2019
e 00-12555,09.05.2019
e 00-12556,09.05.2019
e 00-12557,13.05.2019
e 00-12558,22.05.2019
e 00-12559,14.05.2019
e 00-12560,14.05.2019
e 00-12561,14.05.2019
e 00-12562,16.05.2019
e 00-12563,16.05.2019
e 00-12564,16.05.2019
e 00-12565,16.05.2019
e 00-12566,20.05.2019
e 00-12567,21.05.2019
e 00-12568,23.05.2019
e 00-12569,28.05.2019
e 00-12570,29.05.2019
e 00-12571,29.05.2019
e 00-12572,04.06.2019
e 00-12573,04.06.2019
e 00-12574,11.06.2019
e 00-12575,11.06.2019
e 00-12576,12.06.2019
e 00-12577,12.06.2019
e 00-12578,13.06.2019
e 00-12579,20.06.2019
e 00-12580,24.06.2019
e 00-12581,27.06.2019
e 00-12582,08.07.2019
e 00-12583,08.07.2019
e 00-12584,08.07.2019
e 00-12585,10.07.2019
e 00-12586,11.07.2019
e 00-12587,15.07.2019
e 00-12588,16.07.2019
e 00-12589,16.07.2019
e 00-12590,17.07.2019
e 00-12591,18.07.2019
e 00-12592,23.07.2019
e 00-12593,29.07.2019
e 00-12594,29.07.2019
e 00-12595,30.07.2019
e 00-12596,05.09.2019
e 00-12597,07.08.2019
e 00-12598,03.09.2019
e 00-12599,14.10.2019
e 00-12600,14.08.2019
e 00-12601,19.08.2019
e 00-12602,22.08.2019
e 00-12603,27.08.2019
e 00-12604,29.08.2019
e 00-12605,02.09.2019
e 00-12606,02.09.2019
e 00-12607,09.09.2019
e 00-12608,09.09.2019
e 00-12609,09.09.2019
e 00-12610,10.09.2019
e 00-12611,16.09.2019
e 00-12612,16.09.2019
e 00-12613,17.09.2019
e 00-12614,17.09.2019
e 00-12615,18.09.2019
e 00-12616,19.09.2019
e 00-12617,23.09.2019
e 00-12618,25.09.2019
e 00-12619,24.09.2019
e 00-12620,25.09.2019
e 00-12621,15.11.2019
e 00-12622,28.10.2019
e 00-12623,14.10.2019
e 00-12624,10.10.2019
e 00-12625,10.10.2019
e 00-12626,14.10.2019
e 00-12627,21.10.2019
e 00-12628,21.10.2019
e 00-12629,21.10.2019
e 00-12630,22.10.2019
e 00-12631,23.10.2019
e 00-12632,22.10.2019
e 00-12633,22.10.2019
e 00-12634,22.10.2019
e 00-12635,23.10.2019
e 00-12636,24.10.2019
e 00-12637,01.11.2019
e 00-12638,01.11.2019
e 00-12639,07.11.2019
e 00-12640,04.11.2019
e 00-12641,07.11.2019
e 00-12642,08.11.2019
e 00-12643,14.11.2019
e 00-12644,14.11.2019
e 00-12645,14.11.2019
e 00-12646,15.11.2019
e 00-12647,15.11.2019
e 00-12648,18.11.2019
e 00-12649,19.11.2019
e 00-12650,26.11.2019
e 00-12651,21.11.2019
e 00-12652,21.11.2019
e 00-12653,22.11.2019
e 00-12654,25.11.2019
e 00-12655,26.11.2019
e 00-12656,28.11.2019
e 00-12657,06.12.2019
e 00-12658,28.01.2020
e 00-12659,17.12.2019
e 00-12660,09.12.2019
e 00-12661,15.01.2020
e 00-12662,14.01.2020
e 00-12663,14.01.2020
e 00-12664,20.01.2020
e 00-12665,20.01.2020
e 00-12666,20.01.2020
e 00-12667,16.01.2020
e 00-12668,16.01.2020
e 00-12669,20.01.2020
e 00-12670,21.01.2020
e 00-12671,23.01.2020
e 00-12672,23.01.2020
e 00-12673,28.01.2020
e 00-12674,30.01.2020
e 00-12675,30.01.2020
e 00-12676,30.01.2020
e 00-12677,30.01.2020
e 00-12678,30.01.2020
e 00-12679,30.01.2020
e 00-12680,31.01.2020
e 00-12681,31.01.2020
e 00-12682,03.02.2020
e 00-12683,04.02.2020
e 00-12684,06.02.2020
e 00-12685,06.02.2020
e 00-12686,07.02.2020
e 00-12687,11.02.2020
e 00-12688,12.02.2020
e 00-12689,13.02.2020
e 00-12690,20.02.2020
e 00-12691,20.02.2020
e 00-12692,20.02.2020
e 00-12693,21.02.2020
e 00-12694,27.02.2020
e 00-12695,27.02.2020
e 00-12696,04.03.2020
e 00-12697,09.03.2020
e 00-12698,11.03.2020
e 00-12699,11.03.2020
e 00-12700,18.03.2020
e 00-12701,26.03.2020
e 00-12702,23.03.2020
e 00-12703,26.03.2020
e 00-12704,27.03.2020
e 00-12705,27.03.2020
e 00-12706,31.03.2020
e 00-12707,02.04.2020
e 00-12708,02.04.2020
e 00-12709,07.04.2020
e 00-12710,08.04.2020
e 00-12711,14.04.2020
e 00-12712,15.04.2020
e 00-12713,16.04.2020
e 00-12714,16.04.2020
e 00-12715,20.04.2020
e 00-12716,21.04.2020
e 00-12717,21.04.2020
e 00-12718,22.04.2020
e 00-12719,22.04.2020
e 00-12720,23.04.2020
e 00-12721,27.04.2020
e 00-12722,11.03.2021
e 00-12723,29.04.2020
e 00-12724,29.04.2020
e 00-12725,06.05.2020
e 00-12726,26.05.2020
e 00-12727,07.05.2020
e 00-12728,11.05.2020
e 00-12729,13.05.2020
e 00-12730,14.05.2020
e 00-12731,18.05.2020
e 00-12732,18.05.2020
e 00-12733,18.05.2020
e 00-12734,20.05.2020
e 00-12735,25.05.2020
e 00-12736,25.05.2020
e 00-12737,25.05.2020
e 00-12738,25.05.2020
e 00-12739,26.05.2020
e 00-12740,26.05.2020
e 00-12741,26.05.2020
e 00-12742,10.06.2020
e 00-12743,03.06.2020
e 00-12744,03.06.2020
e 00-12745,03.06.2020
e 00-12746,10.06.2020
e 00-12747,10.06.2020
e 00-12748,18.06.2020
e 00-12749,18.06.2020
e 00-12750,18.06.2020
e 00-12751,17.06.2020
e 00-12752,25.06.2020
e 00-12753,25.06.2020
e 00-12754,17.06.2020
e 00-12755,17.06.2020
e 00-12756,17.06.2020
e 00-12757,17.06.2020
e 00-12758,17.06.2020
e 00-12759,17.06.2020
e 00-12760,17.06.2020
e 00-12761,17.06.2020
e 00-12762,14.07.2020
e 00-12763,25.06.2020
e 00-12764,06.07.2020
e 00-12765,25.06.2020
e 00-12766,25.06.2020
e 00-12767,25.06.2020
e 00-12768,29.06.2020
e 00-12769,29.06.2020
e 00-12770,29.06.2020
e 00-12771,29.06.2020
e 00-12772,29.06.2020
e 00-12773,29.06.2020
e 00-12774,30.06.2020
e 00-12775,30.06.2020
e 00-12776,30.06.2020
e 00-12777,14.07.2020
e 00-12778,02.07.2020
e 00-12779,28.07.2020
e 00-12780,28.07.2020
e 00-12781,02.07.2020
e 00-12782,02.07.2020
e 00-12783,02.07.2020
e 00-12784,02.07.2020
e 00-12785,13.07.2020
e 00-12786,15.07.2020
e 00-12787,15.07.2020
e 00-12788,15.07.2020
e 00-12789,15.07.2020
e 00-12790,15.07.2020
e 00-12791,15.07.2020
e 00-12792,28.07.2020
e 00-12793,15.07.2020
e 00-12794,17.07.2020
e 00-12795,17.07.2020
e 00-12796,20.07.2020
e 00-12797,22.07.2020
e 00-12798,04.08.2020
e 00-12799,05.08.2020
e 00-12800,27.07.2020
e 00-12801,29.07.2020
e 00-12802,29.07.2020
e 00-12803,22.02.2021
e 00-12804,29.07.2020
e 00-12805,29.07.2020
e 00-12806,30.07.2020
e 00-12807,04.08.2020
e 00-12808,04.08.2020
e 00-12809,05.08.2020
e 00-12810,18.08.2020
e 00-12811,18.08.2020
e 00-12812,18.08.2020
e 00-12813,18.08.2020
e 00-12814,19.08.2020
e 00-12815,19.08.2020
e 00-12816,24.08.2020
e 00-12817,26.08.2020
e 00-12818,03.09.2020
e 00-12819,27.08.2020
e 00-12820,27.08.2020
e 00-12821,28.08.2020
e 00-12822,04.09.2020
e 00-12823,09.09.2020
e 00-12824,11.09.2020
e 00-12825,16.09.2020
e 00-12826,16.09.2020
e 00-12827,22.09.2020
e 00-12828,22.09.2020
e 00-12829,28.09.2020
e 00-12830,28.09.2020
e 00-12831,28.09.2020
e 00-12832,28.09.2020
e 00-12833,28.09.2020
e 00-12834,02.11.2020
e 00-12835,29.09.2020
e 00-12836,29.09.2020
e 00-12837,09.10.2020
e 00-12838,13.10.2020
e 00-12839,19.10.2020
e 00-12840,20.10.2020
e 00-12841,20.10.2020
e 00-12842,20.10.2020
e 00-12843,20.10.2020
e 00-12844,21.10.2020
e 00-12845,22.10.2020
e 00-12846,22.10.2020
e 00-12847,07.12.2020
e 00-12848,23.10.2020
e 00-12849,26.10.2020
e 00-12850,27.10.2020
e 00-12851,28.10.2020
e 00-12852,28.10.2020
e 00-12853,28.10.2020
e 00-12854,19.11.2020
e 00-12855,19.11.2020
e 00-12856,03.11.2020
e 00-12857,05.11.2020
e 00-12858,10.11.2020
e 00-12859,13.11.2020
e 00-12860,25.11.2020
e 00-12861,25.11.2020
e 00-12862,01.12.2020
e 00-12863,04.12.2020
e 00-12864,09.12.2020
e 00-12865,10.12.2020
e 00-12866,15.12.2020
e 00-12867,16.12.2020
e 00-12868,17.12.2020
e 00-12869,17.12.2020
e 00-12870,20.01.2021
e 00-12871,21.12.2020
e 00-12872,21.12.2020
e 00-12873,22.12.2020
e 00-12874,22.12.2020
e 00-12875,22.12.2020
e 00-12876,22.12.2020
e 00-12877,22.12.2020
e 00-12878,04.01.2021
e 00-12879,07.01.2021
e 00-12880,06.01.2021
e 00-12881,07.01.2021
e 00-12882,08.01.2021
e 00-12883,12.01.2021
e 00-12884,12.01.2021
e 00-12885,14.01.2021
e 00-12886,19.01.2021
e 00-12887,19.01.2021
e 00-12888,19.01.2021
e 00-12889,19.01.2021
e 00-12890,19.01.2021
e 00-12891,18.01.2021
e 00-12892,19.01.2021
e 00-12893,22.01.2021
e 00-12894,25.01.2021
e 00-12895,25.01.2021
e 00-12896,04.02.2021
e 00-12897,15.02.2021
e 00-12898,28.01.2021
e 00-12899,28.01.2021
e 00-12900,02.02.2021
e 00-12901,02.02.2021
e 00-12902,05.02.2021
e 00-12903,08.02.2021
e 00-12904,08.02.2021
e 00-12905,09.02.2021
e 00-12906,15.02.2021
e 00-12907,18.02.2021
e 00-12908,22.02.2021
e 00-12909,01.03.2021
e 00-12910,23.02.2021
e 00-12911,12.03.2021
e 00-12912,24.02.2021
e 00-12913,02.03.2021
e 00-12914,25.02.2021
e 00-12915,02.03.2021
e 00-12916,02.03.2021
e 00-12917,04.03.2021
e 00-12918,04.03.2021
e 00-12919,04.03.2021
e 00-12920,04.03.2021
e 00-12921,09.03.2021
e 00-12922,09.03.2021
e 00-12923,11.03.2021
e 00-12924,11.03.2021
e 00-12925,16.03.2021
e 00-12926,16.03.2021
e 00-12927,16.03.2021
e 00-12928,16.03.2021
e 00-12929,16.03.2021
e 00-12930,16.03.2021
e 00-12931,17.03.2021
e 00-12932,22.03.2021
e 00-12933,22.03.2021
e 00-12934,22.03.2021
e 00-12935,22.03.2021
e 00-12936,22.03.2021
e 00-12937,23.03.2021
e 00-12938,24.03.2021
e 00-12939,25.03.2021
e 00-12940,25.03.2021
e 00-12941,25.03.2021
e 00-12942,25.03.2021
e 00-12943,29.03.2021
e 00-12944,07.04.2021
e 00-12945,29.03.2021
e 00-12946,30.03.2021
e 00-12947,30.03.2021
e 00-12948,30.03.2021
e 00-12949,20.04.2021
e 00-12950,31.03.2021
e 00-12951,06.04.2021
e 00-12952,06.04.2021
e 00-12953,06.04.2021
e 00-12954,06.04.2021
e 00-12955,07.04.2021
e 00-12956,07.04.2021
e 00-12957,07.04.2021
e 00-12958,07.04.2021
e 00-12959,07.04.2021
e 00-12960,27.04.2021
e 00-12961,08.04.2021
e 00-12962,13.04.2021
e 00-12963,16.04.2021
e 00-12964,21.04.2021
e 00-12965,22.04.2021
e 00-12966,22.04.2021
e 00-12967,22.04.2021
e 00-12968,26.04.2021
e 00-12969,26.04.2021
e 00-12970,26.04.2021
e 00-12971,27.04.2021
e 00-12972,29.04.2021
e 00-12973,03.05.2021
e 00-12974,03.05.2021
e 00-12975,13.05.2022
e 00-12976,03.05.2021
e 00-12977,04.05.2021
e 00-12978,04.05.2021
e 00-12979,04.05.2021
e 00-12980,04.05.2021
e 00-12981,06.05.2021
e 00-12982,06.05.2021
e 00-12983,06.05.2021
e 00-12984,03.06.2021
e 00-12985,10.05.2021
e 00-12986,12.05.2021
e 00-12987,18.05.2021
e 00-12988,18.05.2021
e 00-12989,02.09.2021
e 00-12990,19.05.2021
e 00-12991,19.05.2021
e 00-12992,19.05.2021
e 00-12993,19.05.2021
e 00-12994,19.05.2021
e 00-12995,19.05.2021
e 00-12996,31.05.2021
e 00-12997,25.05.2021
e 00-12997,25.05.2021
e 00-12998,25.05.2021
e 00-12999,25.05.2021
e 00-13000,25.05.2021
e 00-13001,25.05.2021
e 00-13002,25.05.2021
e 00-13003,25.05.2021
e 00-13004,31.05.2021
e 00-13005,04.06.2021
e 00-13006,04.06.2021
e 00-13007,04.06.2021
e 00-13008,16.06.2021
e 00-13009,16.06.2021
e 00-13010,21.06.2021
e 00-13011,21.06.2021
e 00-13012,23.06.2021
e 00-13013,27.07.2021
e 00-13014,24.06.2021
e 00-13015,07.07.2021
e 00-13016,29.06.2021
e 00-13017,29.06.2021
e 00-13018,29.06.2021
e 00-13019,29.06.2021
e 00-13020,29.06.2021
e 00-13021,30.06.2021
e 00-13022,01.07.2021
e 00-13023,06.07.2021
e 00-13024,06.07.2021
e 00-13025,14.07.2021
e 00-13026,07.07.2021
e 00-13027,07.07.2021
e 00-13028,14.07.2021
e 00-13029,12.07.2021
e 00-13030,14.07.2021
e 00-13031,15.07.2021
e 00-13032,15.07.2021
e 00-13033,20.07.2021
e 00-13034,23.07.2021
e 00-13035,23.07.2021
e 00-13036,26.07.2021
e 00-13037,20.09.2021
e 00-13038,29.07.2021
e 00-13039,29.07.2021
e 00-13040,29.07.2021
e 00-13041,29.07.2021
e 00-13042,01.08.2021
e 00-13043,29.07.2021
e 00-13044,02.08.2021
e 00-13045,04.08.2021
e 00-13046,04.08.2021
e 00-13047,04.08.2021
e 00-13048,04.08.2021
e 00-13049,04.08.2021
e 00-13050,04.08.2021
e 00-13051,04.08.2021
e 00-13052,04.08.2021
e 00-13053,05.08.2021
e 00-13054,05.08.2021
e 00-13055,05.08.2021
e 00-13056,05.08.2021
e 00-13057,06.08.2021
e 00-13058,06.08.2021
e 00-13059,06.08.2021
e 00-13060,06.08.2021
e 00-13061,09.08.2021
e 00-13062,09.08.2021
e 00-13063,09.08.2021
e 00-13064,10.08.2021
e 00-13065,24.08.2021
e 00-13066,12.08.2021
e 00-13067,18.08.2021
e 00-13068,19.08.2021
e 00-13069,23.08.2021
e 00-13070,23.08.2021
e 00-13071,24.08.2021
e 00-13072,25.08.2021
e 00-13073,25.08.2021
e 00-13074,02.09.2021
e 00-13075,02.09.2021
e 00-13076,02.09.2021
e 00-13077,02.09.2021
e 00-13078,06.09.2021
e 00-13079,06.09.2021
e 00-13080,08.09.2021
e 00-13081,09.09.2021
e 00-13082,09.09.2021
e 00-13083,09.09.2021
e 00-13084,09.09.2021
e 00-13085,14.09.2021
e 00-13086,15.09.2021
e 00-13087,16.09.2021
e 00-13088,16.09.2021
e 00-13089,16.09.2021
e 00-13090,22.09.2021
e 00-13091,23.09.2021
e 00-13092,27.09.2021
e 00-13093,27.09.2021
e 00-13094,28.09.2021
e 00-13095,28.09.2021
e 00-13096,28.09.2021
e 00-13097,30.09.2021
e 00-13098,05.10.2021
e 00-13099,05.10.2021
e 00-13100,07.10.2021
e 00-13101,08.10.2021
e 00-13102,08.10.2021
e 00-13103,08.10.2021
e 00-13104,08.10.2021
e 00-13105,08.10.2021
e 00-13106,08.10.2021
e 00-13107,11.10.2021
e 00-13108,12.10.2021
e 00-13109,12.10.2021
e 00-13110,13.10.2021
e 00-13111,14.10.2021
e 00-13112,14.10.2021
e 00-13113,14.10.2021
e 00-13114,14.10.2021
e 00-13115,14.10.2021
e 00-13116,19.10.2021
e 00-13117,19.10.2021
e 00-13118,19.10.2021
e 00-13119,19.10.2021
e 00-13120,20.10.2021
e 00-13121,20.10.2021
e 00-13122,20.10.2021
e 00-13123,20.10.2021
e 00-13124,21.10.2021
e 00-13125,09.11.2021
e 00-13126,23.11.2021
e 00-13127,28.10.2021
e 00-13128,28.10.2021
e 00-13129,28.10.2021
e 00-13130,02.11.2021
e 00-13131,02.11.2021
e 00-13132,03.11.2021
e 00-13133,03.11.2021
e 00-13134,11.11.2021
e 00-13135,11.11.2021
e 00-13136,16.11.2021
e 00-13137,16.11.2021
e 00-13138,17.11.2021
e 00-13139,02.12.2021
e 00-13140,23.11.2021
e 00-13141,24.11.2021
e 00-13142,25.11.2021
e 00-13143,25.11.2021
e 00-13144,29.11.2021
e 00-13145,30.11.2021
e 00-13146,02.12.2021
e 00-13147,02.12.2021
e 00-13148,13.12.2021
e 00-13149,13.12.2021
e 00-13150,17.12.2021
e 00-13151,17.12.2021
e 00-13152,03.01.2022
e 00-13153,03.01.2022
e 00-13154,03.01.2022
e 00-13155,03.01.2022
e 00-13156,03.01.2022
e 00-13157,17.12.2021
e 00-13158,20.12.2021
e 00-13159,20.12.2021
e 00-13160,03.01.2022
e 00-13161,19.01.2022
e 00-13162,03.01.2022
e 00-13163,12.01.2022
e 00-13164,17.01.2022
e 00-13165,19.01.2022
e 00-13166,19.01.2022
e 00-13167,26.01.2022
e 00-13168,27.01.2022
e 00-13169,27.01.2022
e 00-13170,27.01.2022
e 00-13171,27.01.2022
e 00-13172,27.01.2022
e 00-13173,27.01.2022
e 00-13174,27.01.2022
e 00-13175,27.01.2022
e 00-13176,28.01.2022
e 00-13177,31.01.2022
e 00-13178,02.02.2022
e 00-13179,09.02.2022
