gbs_id,datum_verfuegung
d 00-11398,01.11.2017
d 00-11399,09.11.2017
d 00-11400,13.11.2017
d 00-11401,12.12.2017
d 00-11402,13.12.2017
d 00-11403,18.12.2017
d 00-11404,03.01.2018
d 00-11405,03.01.2018
d 00-11406,03.01.2018
d 00-11407,09.01.2018
d 00-11408,09.01.2018
d 00-11409,10.01.2018
d 00-11410,11.01.2018
d 00-11411,15.01.2018
d 00-11412,22.01.2018
d 00-11413,23.01.2018
d 00-11414,12.02.2018
d 00-11415,05.02.2018
d 00-11416,05.02.2018
d 00-11417,05.02.2018
d 00-11418,05.02.2018
d 00-11419,05.02.2018
d 00-11420,05.02.2018
d 00-11421,05.02.2018
d 00-11422,16.02.2018
d 00-11423,01.03.2018
d 00-11424,28.02.2018
d 00-11425,15.03.2018
d 00-11426,03.04.2018
d 00-11427,11.04.2018
d 00-11428,11.04.2018
d 00-11429,17.04.2018
d 00-11430,18.04.2018
d 00-11431,25.04.2018
d 00-11432,25.05.2018
d 00-11433,23.05.2018
d 00-11434,23.05.2018
d 00-11435,25.05.2018
d 00-11436,25.05.2018
d 00-11437,29.05.2018
d 00-11438,29.05.2018
d 00-11439,30.05.2018
d 00-11440,04.06.2018
d 00-11441,04.06.2018
d 00-11442,04.06.2018
d 00-11443,06.06.2018
d 00-11444,07.06.2018
d 00-11445,07.06.2018
d 00-11446,07.06.2018
d 00-11447,13.06.2018
d 00-11448,13.06.2018
d 00-11449,25.06.2018
d 00-11450,19.06.2018
d 00-11451,14.06.2018
d 00-11452,20.06.2018
d 00-11453,21.06.2018
d 00-11455,22.06.2018
d 00-11456,15.08.2018
d 00-11457,03.07.2018
d 00-11458,05.07.2018
d 00-11459,05.07.2018
d 00-11460,17.07.2018
d 00-11461,17.07.2018
d 00-11462,19.07.2018
d 00-11463,19.07.2018
d 00-11464,25.07.2018
d 00-11465,25.07.2018
d 00-11466,25.07.2018
d 00-11467,23.07.2018
d 00-11468,30.07.2018
d 00-11469,30.07.2018
d 00-11470,30.07.2018
d 00-11471,30.07.2018
d 00-11472,16.08.2018
d 00-11473,16.08.2018
d 00-11474,16.08.2018
d 00-11475,06.08.2018
d 00-11476,17.08.2018
d 00-11477,22.08.2018
d 00-11478,07.08.2018
d 00-11479,07.08.2018
d 00-11480,08.08.2018
d 00-11481,13.08.2018
d 00-11482,13.08.2018
d 00-11483,17.08.2018
d 00-11484,20.08.2018
d 00-11485,23.08.2018
d 00-11486,23.08.2018
d 00-11487,29.08.2018
d 00-11488,05.09.2018
d 00-11489,05.09.2018
d 00-11490,21.09.2018
d 00-11491,24.09.2018
d 00-11492,25.09.2018
d 00-11493,08.10.2018
d 00-11494,09.10.2018
d 00-11495,09.10.2018
d 00-11496,11.10.2018
d 00-11497,16.10.2018
d 00-11498,23.10.2018
d 00-11499,09.11.2018
d 00-11500,09.11.2018
d 00-11501,01.11.2018
d 00-11502,06.11.2018
d 00-11503,08.11.2018
d 00-11504,03.12.2018
d 00-11505,21.11.2018
d 00-11506,15.11.2018
d 00-11507,14.11.2018
d 00-11508,20.11.2018
d 00-11509,06.06.2019
d 00-11510,06.06.2019
d 00-11511,06.06.2019
d 00-11512,06.06.2019
d 00-11513,06.06.2019
d 00-11514,06.06.2019
d 00-11515,03.04.2019
d 00-11516,26.11.2018
d 00-11517,27.11.2018
d 00-11518,06.12.2018
d 00-11519,04.12.2018
d 00-11520,04.12.2018
d 00-11521,04.12.2018
d 00-11522,04.12.2018
d 00-11523,04.12.2018
d 00-11524,05.12.2018
d 00-11525,06.12.2018
d 00-11526,06.12.2018
d 00-11527,10.12.2018
d 00-11528,20.02.2019
d 00-11529,10.12.2018
d 00-11530,09.01.2019
d 00-11531,16.01.2019
d 00-11532,23.01.2019
d 00-11533,25.01.2019
d 00-11534,07.02.2019
d 00-11535,07.02.2019
d 00-11536,07.02.2019
d 00-11537,07.02.2019
d 00-11538,07.02.2019
d 00-11539,07.02.2019
d 00-11540,07.02.2019
d 00-11541,18.02.2019
d 00-11542,19.02.2019
d 00-11543,20.02.2019
d 00-11544,26.02.2019
d 00-11545,26.02.2019
d 00-11546,28.02.2019
d 00-11547,06.03.2019
d 00-11548,06.03.2019
d 00-11549,12.03.2019
d 00-11550,12.03.2019
d 00-11551,12.03.2019
d 00-11552,12.03.2019
d 00-11553,18.03.2019
d 00-11554,08.04.2019
d 00-11555,03.04.2019
d 00-11556,03.04.2019
d 00-11557,04.04.2019
d 00-11558,25.04.2019
d 00-11559,25.04.2019
d 00-11560,17.04.2019
d 00-11561,25.04.2019
d 00-11562,07.05.2019
d 00-11563,14.05.2019
d 00-11564,15.05.2019
d 00-11565,16.05.2019
d 00-11566,20.05.2019
d 00-11567,21.05.2019
d 00-11568,21.05.2019
d 00-11569,22.05.2019
d 00-11570,22.05.2019
d 00-11571,22.05.2019
d 00-11572,22.05.2019
d 00-11573,23.05.2019
d 00-11574,27.05.2019
d 00-11575,27.05.2019
d 00-11576,27.05.2019
d 00-11577,06.06.2019
d 00-11578,06.06.2019
d 00-11579,06.06.2019
d 00-11580,06.06.2019
d 00-11581,06.06.2019
d 00-11582,06.06.2019
d 00-11583,06.06.2019
d 00-11584,06.06.2019
d 00-11585,06.06.2019
d 00-11586,06.06.2019
d 00-11587,12.06.2019
d 00-11588,28.06.2019
d 00-11589,01.07.2019
d 00-11590,01.07.2019
d 00-11591,03.07.2019
d 00-11592,09.07.2019
d 00-11593,16.07.2019
d 00-11594,14.08.2019
d 00-11595,14.08.2019
d 00-11596,14.08.2019
d 00-11597,14.08.2019
d 00-11598,23.07.2019
d 00-11599,24.07.2019
d 00-11600,24.07.2019
d 00-11601,25.07.2019
d 00-11602,25.07.2019
d 00-11603,25.07.2019
d 00-11604,25.07.2019
d 00-11605,05.08.2019
d 00-11606,07.08.2019
d 00-11607,07.08.2019
d 00-11608,07.08.2019
d 00-11609,14.08.2019
d 00-11610,19.08.2019
d 00-11611,19.08.2019
d 00-11612,21.08.2019
d 00-11613,26.08.2019
d 00-11614,29.08.2019
d 00-11615,04.09.2019
d 00-11616,04.09.2019
d 00-11617,03.10.2019
d 00-11618,19.09.2019
d 00-11619,26.09.2019
d 00-11620,27.09.2019
d 00-11621,24.10.2019
d 00-11622,29.10.2019
d 00-11623,29.10.2019
d 00-11624,06.11.2019
d 00-11625,07.11.2019
d 00-11626,11.11.2019
d 00-11627,12.11.2019
d 00-11628,12.11.2019
d 00-11629,22.11.2019
d 00-11630,22.11.2019
d 00-11631,26.11.2019
d 00-11632,26.11.2019
d 00-11633,27.11.2019
d 00-11634,25.03.2020
d 00-11635,13.12.2019
d 00-11636,09.01.2020
d 00-11637,13.12.2019
d 00-11638,13.01.2020
d 00-11639,17.12.2019
d 00-11640,17.12.2019
d 00-11641,10.02.2020
d 00-11642,19.12.2019
d 00-11643,19.12.2019
d 00-11644,15.01.2020
d 00-11645,16.01.2020
d 00-11646,21.01.2020
d 00-11647,21.01.2020
d 00-11648,31.01.2020
d 00-11649,05.03.2020
d 00-11650,04.02.2020
d 00-11651,04.02.2020
d 00-11652,21.02.2020
d 00-11653,24.02.2020
d 00-11654,28.02.2020
d 00-11655,10.03.2020
d 00-11656,03.03.2020
d 00-11657,04.03.2020
d 00-11658,04.03.2020
d 00-11659,09.03.2020
d 00-11660,09.03.2020
d 00-11661,10.03.2020
d 00-11662,11.03.2020
d 00-11663,18.03.2020
d 00-11664,20.03.2020
d 00-11665,23.03.2020
d 00-11666,24.03.2020
d 00-11667,26.03.2020
d 00-11668,26.03.2020
d 00-11669,28.03.2020
d 00-11670,06.04.2020
d 00-11671,01.04.2020
d 00-11672,02.04.2020
d 00-11673,02.04.2020
d 00-11674,02.04.2020
d 00-11675,06.04.2020
d 00-11676,07.04.2020
d 00-11677,17.04.2020
d 00-11678,22.04.2020
d 00-11679,17.04.2020
d 00-11680,06.05.2020
d 00-11681,06.05.2020
d 00-11682,06.05.2020
d 00-11683,22.04.2020
d 00-11684,27.04.2020
d 00-11685,04.05.2020
d 00-11686,04.05.2020
d 00-11687,04.05.2020
d 00-11688,12.05.2020
d 00-11689,26.05.2020
d 00-11690,08.07.2020
d 00-11691,25.05.2020
d 00-11692,26.05.2020
d 00-11693,03.06.2020
d 00-11694,03.06.2020
d 00-11695,04.06.2020
d 00-11696,10.06.2020
d 00-11697,18.06.2020
d 00-11698,17.06.2020
d 00-11699,14.07.2020
d 00-11700,25.06.2020
d 00-11701,14.07.2020
d 00-11702,01.07.2020
d 00-11703,01.07.2020
d 00-11704,01.07.2020
d 00-11705,02.07.2020
d 00-11706,16.07.2020
d 00-11707,15.07.2020
d 00-11708,22.07.2020
d 00-11709,27.07.2020
d 00-11710,27.07.2020
d 00-11711,28.07.2020
d 00-11712,28.07.2020
d 00-11713,30.07.2020
d 00-11714,03.08.2020
d 00-11715,24.08.2020
d 00-11717,31.08.2020
d 00-11718,31.08.2020
d 00-11719,02.09.2020
d 00-11720,03.09.2020
d 00-11721,04.09.2020
d 00-11722,07.09.2020
d 00-11723,07.09.2020
d 00-11724,08.09.2020
d 00-11725,08.09.2020
d 00-11726,29.09.2020
d 00-11727,16.09.2020
d 00-11728,28.09.2020
d 00-11729,28.09.2020
d 00-11730,11.11.2020
d 00-11731,07.10.2020
d 00-11732,20.10.2020
d 00-11733,12.10.2020
d 00-11734,19.10.2020
d 00-11735,20.10.2020
d 00-11736,26.10.2020
d 00-11737,29.10.2020
d 00-11738,05.11.2020
d 00-11739,12.11.2020
d 00-11740,14.11.2020
d 00-11741,17.11.2020
d 00-11742,17.11.2020
d 00-11743,17.11.2020
d 00-11744,17.11.2020
d 00-11745,18.11.2020
d 00-11746,18.11.2020
d 00-11747,25.11.2020
d 00-11748,07.12.2020
d 00-11749,10.03.2021
d 00-11750,07.12.2020
d 00-11751,08.12.2020
d 00-11752,08.12.2020
d 00-11753,09.12.2020
d 00-11754,10.12.2020
d 00-11755,09.02.2021
d 00-11756,16.12.2020
d 00-11757,16.12.2020
d 00-11758,13.01.2021
d 00-11759,18.12.2020
d 00-11760,21.12.2020
d 00-11761,21.12.2020
d 00-11762,21.12.2020
d 00-11763,21.12.2020
d 00-11764,04.01.2021
d 00-11765,04.01.2021
d 00-11766,07.01.2021
d 00-11767,07.01.2021
d 00-11768,08.01.2021
d 00-11769,12.01.2021
d 00-11770,12.01.2021
d 00-11771,13.01.2021
d 00-11772,29.01.2021
d 00-11773,27.01.2021
d 00-11774,28.01.2021
d 00-11775,28.01.2021
d 00-11776,03.02.2021
d 00-11777,05.02.2021
d 00-11778,05.02.2021
d 00-11779,05.02.2021
d 00-11780,08.02.2021
d 00-11781,15.03.2021
d 00-11782,22.02.2021
d 00-11783,17.02.2021
d 00-11784,18.02.2021
d 00-11785,23.02.2021
d 00-11786,25.02.2021
d 00-11787,25.02.2021
d 00-11788,09.03.2021
d 00-11789,09.03.2021
d 00-11790,09.03.2021
d 00-11791,09.03.2021
d 00-11792,09.03.2021
d 00-11793,09.03.2021
d 00-11794,10.03.2021
d 00-11795,11.03.2021
d 00-11796,11.03.2021
d 00-11797,11.03.2021
d 00-11798,16.03.2021
d 00-11799,17.03.2021
d 00-11800,22.03.2021
d 00-11801,22.03.2021
d 00-11802,24.03.2021
d 00-11803,30.03.2021
d 00-11804,13.04.2021
d 00-11805,07.04.2021
d 00-11806,07.04.2021
d 00-11807,13.04.2021
d 00-11808,20.04.2021
d 00-11809,21.04.2021
d 00-11810,21.04.2021
d 00-11811,21.04.2021
d 00-11812,21.04.2021
d 00-11813,21.04.2021
d 00-11814,21.04.2021
d 00-11815,22.04.2021
d 00-11816,26.04.2021
d 00-11817,26.04.2021
d 00-11818,28.04.2021
d 00-11819,18.05.2021
d 00-11820,29.04.2021
d 00-11821,21.07.2021
d 00-11822,10.05.2021
d 00-11823,10.05.2021
d 00-11824,17.06.2021
d 00-11825,17.05.2021
d 00-11826,19.05.2021
d 00-11827,19.05.2021
d 00-11828,27.05.2021
d 00-11829,27.05.2021
d 00-11830,08.07.2021
d 00-11831,01.06.2021
d 00-11832,01.06.2021
d 00-11833,08.06.2021
d 00-11834,08.07.2021
d 00-11835,17.06.2021
d 00-11836,17.06.2021
d 00-11837,23.06.2021
d 00-11838,23.06.2021
d 00-11839,25.06.2021
d 00-11840,25.06.2021
d 00-11841,25.06.2021
d 00-11842,05.07.2021
d 00-11843,07.07.2021
d 00-11844,07.07.2021
d 00-11845,07.07.2021
d 00-11846,13.07.2021
d 00-11847,14.07.2021
d 00-11848,14.07.2021
d 00-11849,20.07.2021
d 00-11850,28.07.2021
d 00-11851,28.07.2021
d 00-11852,29.07.2021
d 00-11853,02.08.2021
d 00-11854,02.08.2021
d 00-11855,02.08.2021
d 00-11856,02.08.2021
d 00-11857,02.08.2021
d 00-11858,04.08.2021
d 00-11859,04.08.2021
d 00-11860,04.08.2021
d 00-11861,05.08.2021
d 00-11862,05.08.2021
d 00-11863,05.08.2021
d 00-11864,05.08.2021
d 00-11865,05.08.2021
d 00-11866,06.08.2021
d 00-11867,06.08.2021
d 00-11868,06.08.2021
d 00-11869,06.08.2021
d 00-11870,10.08.2021
d 00-11871,22.09.2021
d 00-11872,18.08.2021
d 00-11873,24.08.2021
d 00-11874,24.08.2021
d 00-11875,09.09.2021
d 00-11876,02.09.2021
d 00-11877,09.09.2021
d 00-11878,09.09.2021
d 00-11879,09.09.2021
d 00-11880,09.09.2021
d 00-11881,20.09.2021
d 00-11882,20.09.2021
d 00-11883,22.09.2021
d 00-11884,22.09.2021
d 00-11885,22.09.2021
d 00-11886,22.09.2021
d 00-11887,22.09.2021
d 00-11888,22.09.2021
d 00-11889,22.09.2021
d 00-11890,28.10.2021
d 00-11891,22.09.2021
d 00-11892,27.09.2021
d 00-11893,28.09.2021
d 00-11895,06.10.2021
d 00-11896,06.10.2021
d 00-11897,06.10.2021
d 00-11898,08.10.2021
d 00-11899,08.10.2021
d 00-11900,08.10.2021
d 00-11901,08.10.2021
d 00-11902,08.10.2021
d 00-11903,08.10.2021
d 00-11904,08.10.2021
d 00-11905,26.10.2021
d 00-11906,20.10.2021
d 00-11907,20.10.2021
d 00-11908,26.10.2021
d 00-11909,29.10.2021
d 00-11910,29.10.2021
d 00-11911,09.11.2021
d 00-11912,17.11.2021
d 00-11913,17.11.2021
d 00-11914,18.11.2021
d 00-11915,22.11.2021
d 00-11916,22.11.2021
d 00-11917,25.11.2021
d 00-11918,25.11.2021
d 00-11919,25.11.2021
d 00-11920,25.11.2021
d 00-11921,25.11.2021
d 00-11922,29.11.2021
d 00-11923,29.11.2021
d 00-11924,29.11.2021
d 00-11925,29.11.2021
d 00-11926,01.12.2021
d 00-11927,03.12.2021
d 00-11928,07.12.2021
d 00-11929,08.12.2021
d 00-11930,09.12.2021
d 00-11931,11.01.2022
d 00-11932,13.12.2021
d 00-11933,16.12.2021
d 00-11934,16.12.2021
d 00-11935,17.12.2021
d 00-11936,20.12.2021
d 00-11937,06.01.2022
d 00-11938,11.01.2022
d 00-11939,19.01.2022
d 00-11940,19.01.2022
d 00-11941,26.01.2022
d 00-11942,26.01.2022
d 00-11943,27.01.2022
d 00-11944,27.01.2022
d 00-11945,28.01.2022
d 00-11946,28.01.2022
d 00-11947,02.02.2022
d 00-11948,15.02.2022
d 00-11949,14.02.2022
d 00-11950,17.02.2022
d 00-11951,17.02.2022
d 00-11952,28.02.2022
d 00-11953,22.02.2022
d 00-11954,23.02.2022
d 00-11955,01.03.2022
d 00-11956,03.03.2022
d 00-11957,04.03.2022
d 00-11958,11.03.2022
d 00-11959,11.03.2022
d 00-11960,11.03.2022
d 00-11961,11.03.2022
d 00-11962,14.03.2022
d 00-11963,14.03.2022
d 00-11964,15.03.2022
d 00-11965,16.03.2022
d 00-11966,16.03.2022
d 00-11967,17.03.2022
d 00-11968,18.03.2022
d 00-11969,23.03.2022
d 00-11970,29.03.2022
d 00-11971,29.03.2022
d 00-11972,31.03.2022
d 00-11973,31.03.2022
d 00-11974,31.03.2022
d 00-11975,31.03.2022
d 00-11976,01.04.2022
d 00-11977,01.04.2022
d 00-11978,01.04.2022
d 00-11979,01.04.2022
d 00-11980,05.04.2022
d 00-11981,06.04.2022
d 00-11982,07.04.2022
d 00-11983,08.04.2022
d 00-11984,08.04.2022
d 00-11985,08.04.2022
d 00-11986,08.04.2022
d 00-11987,12.04.2022
d 00-11988,12.04.2022
d 00-11989,12.04.2022
d 00-11990,13.04.2022
d 00-11991,20.04.2022
d 00-11992,20.04.2022
d 00-11993,20.04.2022
d 00-11994,26.04.2022
d 00-11995,26.04.2022
d 00-11996,27.04.2022
d 00-11997,27.04.2022
d 00-11998,27.04.2022
d 00-11999,04.05.2022
d 00-12000,04.05.2022
d 00-12001,10.05.2022
d 00-12002,10.05.2022
d 00-12003,10.05.2022
d 00-12004,10.05.2022
d 00-12005,17.05.2022
d 00-12006,12.05.2022
d 00-12007,17.05.2022
d 00-12008,19.05.2022
d 00-12009,19.05.2022
d 00-12010,19.05.2022
d 00-12011,19.05.2022
d 00-12012,24.05.2022
d 00-12013,24.05.2022
d 00-12014,24.05.2022
d 00-12015,27.05.2022
d 00-12016,31.05.2022
d 00-12017,15.06.2022
d 00-12018,22.06.2022
d 00-12019,13.06.2022
d 00-12020,13.06.2022
d 00-12021,13.06.2022
d 00-12022,13.06.2022
d 00-12023,16.06.2022
d 00-12024,20.06.2022
d 00-12025,21.06.2022
d 00-12026,23.06.2022
d 00-12027,23.06.2022
d 00-12028,23.06.2022
d 00-12029,23.06.2022
d 00-12030,23.06.2022
d 00-12031,24.06.2022
d 00-12032,28.06.2022
d 00-12033,28.06.2022
d 00-12034,28.06.2022
d 00-12035,29.06.2022
d 00-12036,04.07.2022
d 00-12037,05.07.2022
d 00-12038,06.07.2022
d 00-12039,07.07.2022
d 00-12040,07.07.2022
d 00-12041,07.07.2022
d 00-12042,07.07.2022
d 00-12043,07.09.2022
d 00-12044,08.07.2022
d 00-12045,07.07.2022
d 00-12046,13.07.2022
d 00-12047,14.07.2022
d 00-12048,14.07.2022
d 00-12049,14.07.2022
d 00-12050,20.07.2022
d 00-12051,20.07.2022
d 00-12052,20.07.2022
d 00-12053,20.07.2022
d 00-12054,02.08.2022
d 00-12055,21.07.2022
d 00-12056,25.07.2022
d 00-12057,26.07.2022
d 00-12058,02.08.2022
d 00-12059,27.07.2022
d 00-12061,28.07.2022
d 00-12062,28.07.2022
d 00-12063,29.07.2022
d 00-12064,29.07.2022
d 00-12065,02.08.2022
d 00-12066,03.08.2022
d 00-12067,03.08.2022
d 00-12068,07.09.2022
d 00-12069,03.08.2022
d 00-12070,04.08.2022
d 00-12071,10.08.2022
d 00-12072,11.08.2022
d 00-12073,24.08.2022
d 00-12074,16.08.2022
d 00-12075,17.08.2022
d 00-12076,17.08.2022
d 00-12077,18.08.2022
d 00-12078,18.08.2022
d 00-12079,18.08.2022
d 00-12080,22.08.2022
d 00-12081,22.08.2022
d 00-12082,22.08.2022
d 00-12083,22.08.2022
d 00-12084,23.08.2022
d 00-12085,24.08.2022
d 00-12086,01.09.2022
d 00-12087,06.09.2022
d 00-12088,12.09.2022
d 00-12089,12.09.2022
d 00-12090,19.09.2022
d 00-12091,03.10.2022
d 00-12092,27.09.2022
d 00-12093,27.09.2022
d 00-12094,27.09.2022
d 00-12095,28.09.2022
d 00-12096,28.09.2022
d 00-12097,04.10.2022
d 00-12098,05.10.2022
d 00-12099,06.10.2022
d 00-12100,12.10.2022
d 00-12101,12.10.2022
d 00-12102,12.10.2022
d 00-12103,13.10.2022
d 00-12104,18.10.2022
d 00-12105,18.10.2022
d 00-12106,25.10.2022
d 00-12107,07.11.2022
d 00-12108,27.10.2022
d 00-12109,27.10.2022
d 00-12110,27.10.2022
d 00-12111,02.11.2022
d 00-12112,03.11.2022
d 00-12113,03.11.2022
d 00-12114,07.11.2022
d 00-12115,07.11.2022
d 00-12116,07.11.2022
d 00-12117,09.11.2022
d 00-12118,09.11.2022
d 00-12119,09.11.2022
d 00-12120,09.11.2022
d 00-12121,10.11.2022
d 00-12122,15.11.2022
d 00-12123,15.11.2022
d 00-12124,16.11.2022
d 00-12125,16.11.2022
d 00-12126,17.11.2022
d 00-12127,23.11.2022
d 00-12128,28.11.2022
d 00-12129,30.11.2022
d 00-12130,30.11.2022
d 00-12131,30.11.2022
d 00-12132,05.12.2022
d 00-12133,06.12.2022
d 00-12134,13.12.2022
d 00-12135,15.12.2022
d 00-12136,19.12.2022
d 00-12137,19.12.2022
d 00-12138,19.12.2022
d 00-12139,19.12.2022
d 00-12140,20.12.2022
d 00-12141,20.12.2022
d 00-12142,21.12.2022
d 00-12143,21.12.2022
d 03-10003,15.11.2021
d 03-10004,06.12.2022
d 18-10004,29.03.2018
d 18-10005,03.12.2021
d 18-10006,11.08.2022
d 21-10014,09.06.2015
d 21-10015,04.05.2016
d 21-10016,26.05.2016
d 21-10017,26.10.2016
d 21-10018,26.10.2016
d 21-10019,26.10.2016
d 21-10020,09.01.2017
d 21-10021,10.08.2017
d 21-10022,04.09.2017
d 21-10023,04.09.2017
d 21-10024,04.09.2017
d 21-10025,04.09.2017
d 21-10026,04.09.2017
d 21-10027,04.09.2017
d 21-10028,04.09.2017
d 21-10029,12.09.2017
d 21-10030,18.09.2018
d 21-10031,20.02.2019
d 21-10032,09.05.2019
d 21-10033,27.09.2019
d 21-10034,27.04.2020
d 21-10035,28.04.2020
d 21-10036,29.06.2020
d 21-10037,01.07.2020
d 21-10038,27.07.2020
d 21-10039,03.09.2020
d 21-10040,10.01.2022
d 21-10041,10.01.2022
d 21-10042,16.02.2022
d 21-10043,16.02.2022
d 21-10044,01.03.2022
d 21-10045,06.04.2022
d 21-10046,02.08.2022
d 21-10047,10.11.2022
e 00-01011,01.10.1985
e 00-01013,09.01.1986
e 00-01062,19.06.1990
e 00-01085,16.07.1991
e 00-01099,20.07.1992
e 00-01120,30.07.1993
e 00-01146,11.04.1995
e 00-01167,12.01.1996
e 00-01219,09.06.1998
e 00-01246,06.04.1999
e 00-10365,20.03.2006
e 00-10434,14.07.2006
e 00-10513,21.02.2007
e 00-10706,25.03.2008
e 00-10750,21.05.2008
e 00-10900,27.11.2008
e 00-10953,16.03.2009
e 00-11080,05.11.2009
e 00-11135,07.04.2010
e 00-11166,28.05.2010
e 00-11201,28.07.2010
e 00-11289,25.01.2011
e 00-11657,30.08.2012
e 00-11667,25.09.2012
e 00-11781,05.08.2013
e 00-11896,14.05.2014
e 00-11948,12.09.2014
e 00-11949,12.09.2014
e 00-11975,06.11.2014
e 00-11976,10.11.2014
e 00-11996,06.01.2015
e 00-11997,06.01.2015
e 00-11998,06.01.2015
e 00-11999,08.01.2015
e 00-12000,08.01.2015
e 00-12001,20.01.2015
e 00-12002,20.01.2015
e 00-12003,20.01.2015
e 00-12004,26.01.2015
e 00-12005,28.01.2015
e 00-12006,29.01.2015
e 00-12007,03.02.2015
e 00-12008,04.02.2015
e 00-12009,05.02.2015
e 00-12010,09.02.2015
e 00-12011,12.02.2015
e 00-12012,12.02.2015
e 00-12013,12.02.2015
e 00-12014,12.02.2015
e 00-12015,12.02.2015
e 00-12016,12.02.2015
e 00-12017,12.02.2015
e 00-12018,12.02.2015
e 00-12019,19.02.2015
e 00-12020,19.02.2015
e 00-12021,25.02.2015
e 00-12022,25.02.2015
e 00-12023,02.03.2015
e 00-12024,03.03.2015
e 00-12025,03.03.2015
e 00-12026,04.03.2015
e 00-12027,04.03.2015
e 00-12028,09.03.2015
e 00-12029,10.03.2015
e 00-12030,19.03.2015
e 00-12031,25.03.2015
e 00-12032,30.03.2015
e 00-12033,31.03.2015
e 00-12034,01.04.2015
e 00-12035,02.04.2015
e 00-12036,02.04.2015
e 00-12037,16.04.2015
e 00-12038,21.04.2015
e 00-12039,21.04.2015
e 00-12040,24.04.2015
e 00-12041,27.04.2015
e 00-12042,29.04.2015
e 00-12043,29.04.2015
e 00-12044,29.04.2015
e 00-12045,30.04.2015
e 00-12046,30.04.2015
e 00-12047,30.04.2015
e 00-12048,30.04.2015
e 00-12049,04.05.2015
e 00-12050,05.05.2015
e 00-12051,06.05.2015
e 00-12052,06.05.2015
e 00-12053,06.05.2015
e 00-12054,06.05.2015
e 00-12055,06.05.2015
e 00-12056,08.05.2015
e 00-12057,08.05.2015
e 00-12058,12.05.2015
e 00-12059,12.05.2015
e 00-12060,19.05.2015
e 00-12061,20.05.2015
e 00-12062,21.05.2015
e 00-12063,21.05.2015
e 00-12064,21.05.2015
e 00-12065,21.05.2015
e 00-12066,27.05.2015
e 00-12067,01.06.2015
e 00-12068,02.06.2015
e 00-12069,03.06.2015
e 00-12070,09.06.2015
e 00-12071,09.06.2015
e 00-12072,15.06.2015
e 00-12073,17.06.2015
e 00-12074,17.06.2015
e 00-12075,17.06.2015
e 00-12076,18.06.2015
e 00-12077,18.06.2015
e 00-12078,18.06.2015
e 00-12079,19.06.2015
e 00-12080,30.06.2015
e 00-12081,06.07.2015
e 00-12082,06.07.2015
e 00-12083,08.07.2015
e 00-12084,14.07.2015
e 00-12085,21.07.2015
e 00-12086,22.07.2015
e 00-12087,28.07.2015
e 00-12088,28.07.2015
e 00-12089,10.08.2015
e 00-12090,05.08.2015
e 00-12091,18.08.2015
e 00-12092,19.08.2015
e 00-12093,26.08.2015
e 00-12094,27.08.2015
e 00-12095,07.09.2015
e 00-12096,07.09.2015
e 00-12097,07.09.2015
e 00-12098,08.09.2015
e 00-12099,08.09.2015
e 00-12100,22.09.2015
e 00-12101,23.09.2015
e 00-12102,07.10.2015
e 00-12103,07.10.2015
e 00-12104,26.10.2015
e 00-12105,27.10.2015
e 00-12106,28.10.2015
e 00-12107,04.11.2015
e 00-12108,05.11.2015
e 00-12109,16.11.2015
e 00-12110,17.11.2015
e 00-12111,18.11.2015
e 00-12112,25.11.2015
e 00-12113,07.12.2015
e 00-12114,07.12.2015
e 00-12115,08.12.2015
e 00-12116,09.12.2015
e 00-12117,04.01.2016
e 00-12118,07.01.2016
e 00-12119,07.01.2016
e 00-12120,11.01.2016
e 00-12121,12.01.2016
e 00-12122,16.02.2016
e 00-12123,16.02.2016
e 00-12124,19.02.2016
e 00-12125,19.02.2016
e 00-12126,19.02.2016
e 00-12127,19.02.2016
e 00-12128,19.02.2016
e 00-12129,19.02.2016
e 00-12130,19.02.2016
e 00-12131,19.02.2016
e 00-12132,19.02.2016
e 00-12133,19.02.2016
e 00-12134,19.02.2016
e 00-12135,23.02.2016
e 00-12136,25.02.2016
e 00-12137,01.03.2016
e 00-12138,01.03.2016
e 00-12139,01.03.2016
e 00-12140,01.03.2016
e 00-12141,02.03.2016
e 00-12142,02.03.2016
e 00-12143,02.03.2016
e 00-12144,02.03.2016
e 00-12145,02.03.2016
e 00-12146,02.03.2016
e 00-12147,02.03.2016
e 00-12148,03.03.2016
e 00-12149,03.03.2016
e 00-12150,03.03.2016
e 00-12151,14.03.2016
e 00-12152,14.03.2016
e 00-12153,14.03.2016
e 00-12154,16.03.2016
e 00-12155,16.03.2016
e 00-12156,16.03.2016
e 00-12157,17.03.2016
e 00-12158,21.03.2016
e 00-12159,23.03.2016
e 00-12160,24.03.2016
e 00-12161,01.04.2016
e 00-12162,04.04.2016
e 00-12163,05.04.2016
e 00-12164,11.04.2016
e 00-12165,07.04.2016
e 00-12166,11.04.2016
e 00-12167,12.04.2016
e 00-12168,14.04.2016
e 00-12169,14.04.2016
e 00-12170,14.04.2016
e 00-12171,14.04.2016
e 00-12172,20.04.2016
e 00-12173,25.04.2016
e 00-12174,25.04.2016
e 00-12175,28.04.2016
e 00-12176,28.04.2016
e 00-12177,28.04.2016
e 00-12178,29.04.2016
e 00-12179,03.05.2016
e 00-12180,03.05.2016
e 00-12181,04.05.2016
e 00-12182,09.05.2016
